Serial Number,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
3636,,,,,30772,36103,43892
3637,,,,,2952,4660,7763
3638,,,,,4313,11501,16785
3639,,,,,3505,8477,9950
3640,,,,,6040,13960,19217
3641,,,,,14812,37475,47957
3642,,,,,10439,21241,21980
3643,,,,,996,1389,3018
3644,,,,,128336,126225,118648
3645,,,,,17440,28198,33001
3646,,,,,0,0,0
3647,,,,,6746,17917,27571
3648,,,,,3194,6946,9484
3649,,,,,7040,13712,23022
3650,,,,,60382,63628,72577
3651,,,,,2253,5698,9630
3652,,,,,1817,3170,4222
3653,,,,,3336,10830,15635
3654,,,,,2107,7674,13274
3655,,,,,5022,11572,138091
3656,,,,,11484,18203,26650
3657,,,,,75899,89780,95436
3658,,,,,2072,8854,17342
3659,,,,,3941,26093,43030
3660,,,,,6148,13003,23440
3661,,,,,3586,11113,20025
3662,,,,,9784,27332,48559
3663,,,,,10284,26476,49749
3664,,,,,765,2870,5209
3665,,,,,5003,12830,25919
3666,,,,,3139,13929,22110
3667,,,,,6884,19562,27897
3668,,,,,1099,4229,7406
3669,,,,,977,2567,4597
3670,,,,,3012,5952,10965
3671,,,,,7310,14992,27917
3672,,,,,10796,43768,65273
3673,,,,,10139,25559,43568
3674,,,,,1193,2934,4898
3675,,,,,1863,4374,6510
3676,,,,,60163,64307,72251
3677,,,,,2457,7031,15244
3678,,,,,4751,17267,28642
3679,,,,,10324,24846,43411
3680,,,,,2781,13613,22097
3681,,,,,8043,24944,47194
3682,,,,,3107,10047,18890
3683,,,,,85637,111465,144419
3684,,,,,4446,15007,21005
3685,,,,,2239,15285,58685
3686,,,,,8050,16040,26057
3687,,,,,3181,14134,25194
3688,,,,,619,1553,2753
3689,,,,,5418,12865,23195
3690,,,,,1050,7233,17361
3691,,,,,1969,10562,23234
3692,,,,,1744,10796,24546
3693,,,,,1429,21968,34754
3694,,,,,1136,12523,26565
3695,,,,,766,3730,7358
3696,,,,,2206,5636,7384
3697,,,,,34,809,1024
3698,,,,,12769,23813,52439
3699,,,,,5190,10981,17632
3700,,,,,1917,4645,7530
3701,,,,,2480,5621,10337
3702,,,,,5779,16602,26445
3703,,,,,11220,18748,30245
3704,,,,,12703,23765,37392
3705,,,,,12879,42185,56303
3706,,,,,9221,19866,35585
3707,,,,,6445,12561,19285
3708,,,,,18127,42230,79758
3709,,,,,913,6779,14594
3710,,,,,1003,13379,25013
3711,,,,,1170,6232,15680
3712,,,,,28109,51154,73410
3713,,,,,6777,27597,30052
3714,,,,,1373,4641,15272
3715,,,,,6444,11397,22472
3716,,,,,15953,14966,26639
3717,,,,,8074,13860,18572
3718,,,,,6559,12328,78586
3719,,,,,3708,8134,11237
3720,,,,,9126,18283,31763
3721,,,,,1598,4048,6926
3722,,,,,5043,10783,16493
3723,,,,,2154,5422,10865
3724,,,,,5670,26458,42843
3725,,,,,11324,53062,77947
3726,,,,,7067,28933,45538
3727,,,,,812,13552,11694
3728,,,,,3104,20282,47457
3729,,,,,11122,23595,33968
3730,,,,,6292,16772,38622
3731,,,,,4129,13931,19217
3732,,,,,5615,19181,27907
3733,,,,,2025,9199,14679
3734,,,,,3689,10539,14620
3735,,,,,,1225,2610
3736,,,,,,32487,65085
3737,,,,,,5143,13036
3738,,,,,,3200,8136
3739,,,,,,10110,26361
3740,,,,,,12066,29664
3741,,,,,,872,2655
3742,,,,,,54786,65238
3743,,,,,,7539,14248
3744,,,,,,970,2670
3745,,,,,,1982,5371
3746,,,,,,6361,22074
3747,,,,,,11224,19183
3748,,,,,,6562,20244
3749,,,,,,8238,19493
3750,,,,,,6244,12392
3751,,,,,,6190,17882
3752,,,,,,9899,23858
3753,,,,,,1709,5075
3754,,,,,,1340,4413
3755,,,,,,1834,7020
3756,,,,,,7508,31105
3757,,,,,,2263,14247
3758,,,,,,657,10134
3759,,,,,,1062,6948
3760,,,,,,252,11793
3761,,,,,,1470,19184
3762,,,,,,,24401
3763,,,,,,6159,15358
3764,,,,,,6153,14266
3765,,,,,,8045,15646
3766,,,,,,8302,8848
3767,,,,,,6474,15235
3768,,,,,,5406,15856
3769,,,,,,1742,7331
3770,,,,,,399,3888
3771,,,,,,2914,10912
3772,,,,,,10466,20377
3773,,,,,,,18398
3774,,,,,,,7399
3775,,,,,,,90046
3776,,,,,,,8135
3777,,,,,,,55675
3778,,,,,,,170769
3779,,,,,,,6634
3780,,,,,,,11600
3781,,,,,,,4809
3782,,,,,,,2551581
3783,,,,,,,684
3784,,,,,,,2271
3785,,,,,,,2571
3786,,,,,,,3446
3787,,,,,,,2666
3788,,,,,,,6689
3789,,,,,,,94133
3790,,,,,,,45596
